sl_no,credit_policy,purpose,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid
776,1,all_other,0.08,235.03,10.59663473,5.22,772,5280,0,0,3,0,0,0
777,1,debt_consolidation,0.0976,707.41,11.28978191,9.81,757,5549.958333,1998,22.4,1,0,0,0
778,1,home_improvement,0.0945,128.04,11.48452599,13.16,732,2500,41248,5.3,3,0,0,0
779,1,debt_consolidation,0.1261,670.13,11.09741002,13.4,687,3419.958333,24008,77.9,0,0,0,0
780,1,credit_card,0.1197,697.2,11.92503512,7.99,697,8101.958333,17788,52.7,3,0,0,0
781,1,all_other,0.0945,480.15,11.91839057,6.47,757,3990,4232,8.9,2,0,0,0
782,1,all_other,0.1134,98.7,10.53049493,7.72,677,1680,0,53,1,0,0,1
783,1,debt_consolidation,0.157,525.17,11.35035948,20.44,672,5490,28511,56.7,1,0,0,0
784,1,all_other,0.0768,187.14,10.67359577,0.83,792,4139.958333,138,0.2,0,0,0,0
785,1,credit_card,0.1166,314,11.69524702,18.23,697,4950,114629,64.5,2,0,0,0
786,1,debt_consolidation,0.1039,324.51,11.23261615,12.88,707,2939.958333,10689,18.4,3,0,0,0
787,1,debt_consolidation,0.0976,257.24,10.08580911,17,732,3779.958333,6188,53.8,0,0,0,0
788,1,debt_consolidation,0.0832,314.85,10.59533389,14.54,772,5790,4743,28.1,0,0,0,1
789,1,debt_consolidation,0.1103,235.83,11.04917425,21.83,717,5219.958333,12025,37.2,2,0,0,0
790,1,home_improvement,0.0976,803.87,11.69524702,8.91,792,8129.958333,3706,12.8,1,0,0,0
791,1,debt_consolidation,0.1134,526.4,11.35040654,9.37,702,4590,8833,44.8,1,0,1,0
792,1,debt_consolidation,0.1039,292.06,10.71441777,14.64,712,4439.958333,6239,63,3,0,0,0
793,1,debt_consolidation,0.1324,540.96,10.59663473,11.73,672,3210,5671,55.1,0,0,0,0
794,1,credit_card,0.1229,100.06,10.37349118,13.28,672,4320,2940,27.7,1,2,0,0
795,1,debt_consolidation,0.1355,848.99,11.03488966,14.26,697,2730,7019,13.4,2,0,0,1
796,1,debt_consolidation,0.1197,298.8,10.95954023,18.76,682,4350,9883,66.7,1,1,1,0
797,1,debt_consolidation,0.0976,482.32,12.07254125,3.17,742,2820,1436,3.1,0,0,0,0
798,1,debt_consolidation,0.1292,168.28,10.64780302,21.04,677,2910.958333,13073,55.9,3,0,0,1
799,1,all_other,0.1008,807.62,11.88448902,1.73,762,7769.958333,5681,14.1,1,0,0,0
800,1,debt_consolidation,0.1039,811.27,11.40756495,13.28,747,3359.958333,48556,10.9,0,0,0,0
801,1,debt_consolidation,0.1324,253.58,10.81961827,24.89,712,2418,19418,83.7,3,1,0,0
802,1,debt_consolidation,0.1324,118.34,10.95080655,23.05,687,2730,45988,88.4,0,0,0,0
803,1,credit_card,0.1039,584.12,12.23076526,12.27,712,5549.958333,77034,32.3,2,0,0,0
804,1,educational,0.1103,52.41,10.53209621,15.84,682,1829.958333,0,49.4,0,0,0,0
805,1,debt_consolidation,0.1008,151.03,10.46310334,18.72,722,3900,9910,99.1,2,0,0,1
806,1,educational,0.0832,188.91,11.5228758,11.75,737,6870,1532,4.7,0,0,0,0
807,1,all_other,0.0976,167.21,10.4341158,1.52,707,2579.958333,4699,28.8,1,1,0,0
808,1,educational,0.0832,251.88,10.62254611,17.6,797,6989.958333,7017,8.4,0,0,0,1
809,1,major_purchase,0.1008,161.53,10.6454249,21.77,762,4470.958333,13,1.9,1,0,0,0
810,1,all_other,0.1292,807.74,11.46163217,7.06,687,6360,9201,49.7,2,1,1,0
811,1,credit_card,0.1261,837.67,11.60739893,24.04,757,7260,8220,63.2,0,0,0,1
812,1,all_other,0.1292,269.25,10.81977828,1.39,662,4446.958333,2692,49.9,3,0,0,0
813,1,all_other,0.0976,578.79,11.50287513,8.86,742,4530,2448,61.2,3,0,0,0
814,1,all_other,0.0768,93.57,10.81977828,0.79,757,3180,3894,10.5,0,0,0,0
815,1,all_other,0.1197,166,10.77895629,20.68,692,9330,13734,28.4,0,0,0,0
816,1,all_other,0.1134,329,10.81977828,12.05,692,1620,13744,62.2,0,0,0,0
817,1,credit_card,0.1103,201.44,10.48328685,17.1,687,1260,6111,64.3,0,0,0,0
818,1,credit_card,0.1008,646.1,11.91839057,6.86,742,3180,84,0.2,2,0,0,0
819,1,all_other,0.0976,385.86,11.45952469,8.65,727,4650,19073,28.6,3,1,0,1
820,1,debt_consolidation,0.1229,232.64,10.23995979,12.81,667,6283.958333,13817,38.4,0,1,0,0
821,1,credit_card,0.1166,330.53,11.69524702,8.13,682,3060,59145,81.1,0,0,0,0
822,1,debt_consolidation,0.1292,201.94,10.61643736,15.32,667,2700,7091,47.3,2,2,0,0
823,1,debt_consolidation,0.1071,603.13,10.44290063,13.33,717,4560,18179,34.4,0,0,0,0
824,1,debt_consolidation,0.1039,389.41,10.43816641,15.99,712,4590,6151,52.7,1,0,0,0
825,1,major_purchase,0.08,250.7,10.80454281,2.24,777,3780.958333,2056,7.3,1,0,0,0
826,1,debt_consolidation,0.1482,691.55,11.22524339,14.69,672,4439.958333,29292,60.4,1,0,0,0
827,1,all_other,0.0832,37.79,10.40426284,3.42,722,2160,6685,19.2,1,0,0,0
828,1,credit_card,0.1039,194.71,10.58870336,13.88,702,2730,7198,65.4,1,0,0,0
829,1,debt_consolidation,0.0976,321.55,10.49824983,8.11,717,4139.958333,6179,11.2,2,0,0,1
830,1,all_other,0.0945,640.2,11.44563115,3.98,777,3029.958333,32,0.3,0,0,0,0
831,1,major_purchase,0.0768,187.14,10.5865844,9.52,817,6629.958333,922,3.8,0,0,0,0
832,1,home_improvement,0.1324,202.86,10.55581274,23.09,687,5010,9912,65.6,1,0,0,0
833,1,credit_card,0.0863,142.33,9.047821442,4.24,732,2100,6699,7.2,0,1,0,0
834,1,educational,0.1324,338.1,11.53272809,7.31,667,3823,27452,96.3,2,0,0,1
835,1,debt_consolidation,0.1166,528.84,11.28978191,13.47,702,2400,14958,46.7,3,0,0,0
836,1,credit_card,0.1229,266.83,11.47210347,5.36,687,4062.958333,45251,66.7,3,1,0,1
837,1,all_other,0.0768,155.95,12.1281111,11.97,777,5526.958333,9253,33.3,0,0,0,0
838,1,credit_card,0.1324,845.25,11.91839057,7.84,697,5189.958333,31405,95.7,0,0,0,0
839,1,debt_consolidation,0.1134,230.3,10.59663473,9.81,682,3030.958333,6475,96.6,0,0,0,0
840,1,debt_consolidation,0.1134,263.2,10.71441777,8.75,682,2490,0,66.7,1,1,0,1
841,1,debt_consolidation,0.1071,391.22,11.30458678,18.59,717,2639.958333,34566,69,1,0,0,0
842,1,all_other,0.0832,314.85,11.28978191,6.25,752,3150,3248,16.7,0,0,0,0
843,1,debt_consolidation,0.1166,462.74,10.91508846,8.42,687,3749.958333,17623,83.1,0,1,0,0
844,1,all_other,0.1292,100.97,10.5454467,20.84,672,9119.958333,9642,64.3,0,2,0,0
845,1,debt_consolidation,0.145,550.74,11.47029976,22.27,672,5159.958333,16930,70.8,0,0,0,0
846,1,credit_card,0.1324,446.29,11.22524339,21.06,682,5159.958333,13438,71.9,1,0,1,1
847,1,debt_consolidation,0.1229,500.3,11.2515607,19.39,692,3450,18198,44.3,2,1,0,0
848,1,debt_consolidation,0.1229,50.03,10.27505111,4.18,662,2850,0,0,3,0,0,0
849,1,debt_consolidation,0.0976,176.86,10.26813067,21.92,762,3120,1763,26.3,0,0,0,0
850,1,credit_card,0.0976,96.47,11.51292546,2.1,702,1770,8439,22,0,0,0,0
851,1,debt_consolidation,0.1166,370.19,11.28978191,17.78,692,1980,24259,56.5,0,0,0,1
852,1,all_other,0.08,206.83,10.82177629,12.86,762,12330,3339,16.9,1,0,0,0
853,1,credit_card,0.1134,296.1,9.825526011,11.68,682,4230,9237,64.6,1,0,1,1
854,1,debt_consolidation,0.1103,818.83,11.99535161,9.38,722,3719.958333,7746,26,0,2,0,0
855,1,credit_card,0.0976,318.34,11.00209984,1.8,717,3820,4506,18.7,2,0,1,0
856,1,home_improvement,0.0832,125.94,11.10465643,0,767,4740,1401,1.9,1,0,0,0
857,1,credit_card,0.0976,450.17,10.71441777,11.31,727,2730,14571,59.5,0,0,0,0
858,1,debt_consolidation,0.1229,23.35,9.852194258,12.38,662,1199.958333,0,53.2,1,0,0,0
859,1,debt_consolidation,0.1166,178.49,10.9560559,15.92,687,4505.958333,3037,76.8,0,1,0,0
860,1,debt_consolidation,0.1197,116.2,10.61643736,21.97,687,3749.958333,17394,93.5,1,0,0,0
861,1,debt_consolidation,0.1166,247.9,11.00209984,19.22,687,4530,17745,92.4,1,0,0,0
862,1,debt_consolidation,0.1292,269.25,10.71441777,19.89,692,5249.958333,4755,89.7,1,0,0,0
863,1,credit_card,0.1103,262.03,10.57131693,14.8,697,1589.958333,8158,57,0,0,0,0
864,1,all_other,0.1103,141.66,11.69524702,15.07,722,5219.958333,70685,88.7,1,0,0,0
865,1,debt_consolidation,0.1418,568.81,11.08460106,14.62,667,3719.958333,11294,61.4,1,1,0,0
866,1,debt_consolidation,0.1324,223.15,10.3859137,22,672,2279.958333,6521,67.7,3,0,0,0
867,1,debt_consolidation,0.1039,243.38,11.01862914,14.85,727,2490,4322,44.1,2,0,0,0
868,1,credit_card,0.1071,224.14,10.57131693,9.66,717,4739.958333,19383,90.2,1,0,0,0
869,1,all_other,0.1103,235.83,10.34174248,14.4,692,3930,19076,66.6,0,0,0,1
870,1,credit_card,0.1418,428.32,10.95080655,24.55,692,2700,34181,59.5,0,0,0,0
871,1,debt_consolidation,0.1576,659.61,11.69524702,14.23,677,5070,27550,94.6,2,1,1,0
872,1,debt_consolidation,0.1229,192.62,11.48452599,19.7,707,4530,13685,46.7,1,0,0,0
873,1,home_improvement,0.0768,155.95,10.59663473,11.49,797,6959.958333,257,1.4,0,0,0,0
874,1,debt_consolidation,0.1134,213.85,10.83958091,20.82,722,8700,23119,50.6,3,0,1,0
875,1,credit_card,0.0976,482.32,11.64395373,14.33,762,6120,26402,87.3,0,0,0,0
876,1,major_purchase,0.1008,587.14,12.32385568,4.51,757,5460,2527,39.5,0,0,0,0
877,1,all_other,0.0863,202.42,10.98359637,10.55,727,3344.958333,1686,52.7,0,0,0,0
878,1,credit_card,0.0976,160.78,10.54534144,4.45,712,3419.958333,9877,60.6,2,0,0,0
879,1,all_other,0.1324,265.41,12.20607265,15.62,707,4680,36293,62.3,3,0,0,1
880,1,debt_consolidation,0.1071,339.06,10.87066149,15.6,717,3749.958333,19859,63.4,0,0,0,1
881,1,credit_card,0.1134,274.72,11.00209984,14.56,687,3419.958333,15629,66.2,0,0,1,0
882,1,debt_consolidation,0.1166,198.32,10.20359214,18.53,682,1529.958333,5901,47.2,0,0,0,0
883,1,major_purchase,0.1103,183.42,10.81977828,0.6,682,1303,424,8,2,1,0,0
884,1,credit_card,0.145,640.24,11.22524339,22.74,682,5969.958333,32682,96.1,0,0,0,0
885,1,debt_consolidation,0.0863,132.84,11.6421978,2.09,737,6390,11730,47.5,0,0,0,0
886,1,debt_consolidation,0.1197,260.62,12.10071213,6.65,682,3900,20237,24.4,3,0,0,0
887,1,credit_card,0.1197,109.56,9.798127037,17.4,672,1169.958333,8562,32.9,3,0,0,1
888,1,credit_card,0.1166,240.46,10.91348718,16.91,712,4859.958333,17581,98.2,0,0,0,1
889,1,debt_consolidation,0.1355,339.6,11.90496755,10.14,662,4620,3608,37.6,1,1,0,0
890,1,all_other,0.1008,306.9,11.46163217,3.36,757,4170,16098,22.8,0,0,0,0
891,1,debt_consolidation,0.1387,388.91,11.00209984,24.48,712,10110,44293,73.6,0,0,0,0
892,1,debt_consolidation,0.1418,513.98,11.09741002,21.49,702,5400,24992,77.1,0,0,0,0
893,1,credit_card,0.1039,389.41,10.7342204,18.75,732,2370,14499,23.9,0,0,0,0
894,1,credit_card,0.0737,22.51,9.392661929,3.6,792,2609.958333,1814,7,0,0,0,0
895,1,credit_card,0.1008,315.78,11.8493977,2.74,752,5879.958333,28332,51,0,0,0,0
896,1,debt_consolidation,0.145,430.27,11.00209984,21.72,697,8489.958333,24325,83.2,0,0,1,0
897,1,all_other,0.0976,16.08,10.98529272,22.17,742,4590,65414,47.8,0,0,0,0
898,1,debt_consolidation,0.1292,175.01,11.32659589,14.24,707,8670,56002,73.8,0,0,0,0
899,1,debt_consolidation,0.1229,268.5,11.6307085,3.07,687,4710,18673,66.7,0,2,0,0
900,1,major_purchase,0.08,188.02,11.98292909,0.13,767,4560,3713,22.8,1,0,0,0
901,1,home_improvement,0.0976,204.19,11.08214255,13.79,747,8039.958333,14102,35.4,4,0,0,0
902,1,debt_consolidation,0.1039,324.51,11.03811028,10.59,707,1469.958333,7618,47.2,2,0,0,0
903,1,debt_consolidation,0.0976,287.79,10.71441777,7.6,727,6750,0,0,1,1,0,0
904,1,major_purchase,0.1355,155.37,11.06663836,13.5,697,7582,8399,41,2,0,0,1
905,1,debt_consolidation,0.0976,144.7,10.90227951,4.24,707,1499.958333,3818,61.6,0,0,0,1
906,1,debt_consolidation,0.1261,402.08,10.82512397,10.12,672,8864.958333,16083,70.2,0,0,1,0
907,1,debt_consolidation,0.1039,324.51,10.55581274,7.12,712,2010,13845,28.9,0,0,0,0
908,1,credit_card,0.1071,234.74,10.59663473,18.75,712,4560,12938,49,0,0,1,0
909,1,debt_consolidation,0.1197,292.16,10.81977828,8.14,697,6840,8243,37,2,0,1,0
910,1,debt_consolidation,0.1197,166,10.77895629,13.03,677,3510,14859,81.2,3,1,0,0
911,1,educational,0.1608,492.76,11.57025053,20.39,677,6269.958333,33627,74.7,1,0,0,1
912,1,all_other,0.0768,31.19,10.49127422,1.8,747,2520,4782,16.7,0,0,0,0
913,1,educational,0.1071,117.37,11.60823564,15.01,697,3059.958333,71928,87.9,1,0,0,0
914,1,debt_consolidation,0.1197,166,10.84583582,22.73,692,3719.958333,12235,70.3,0,0,0,0
915,1,all_other,0.1197,318.72,11.26446411,13,682,2999.958333,36920,88.6,0,0,0,0
916,1,debt_consolidation,0.0976,151.13,10.69194491,18.38,722,4393.958333,8504,25,1,0,0,0
917,1,all_other,0.1166,198.32,11.1124479,7.07,677,6060,8224,52.1,0,0,0,0
918,1,debt_consolidation,0.1197,239.04,11.06663836,22.28,697,5579.958333,30970,71,1,0,0,1
919,1,debt_consolidation,0.1166,170.22,10.47107151,17.69,702,3930,12110,30.2,2,1,0,1
920,1,all_other,0.08,313.37,10.27467173,2.24,792,14100,2751,16.7,0,0,0,0
921,1,debt_consolidation,0.1324,83.68,10.81977828,17.77,677,4859.958333,17807,81.3,3,0,1,1
922,1,credit_card,0.0976,96.47,10.77895629,17.65,712,3029.958333,6981,42.8,0,0,0,0
923,1,home_improvement,0.1197,149.4,11.65442503,15.49,672,5159.958333,22625,86.4,1,1,0,0
924,1,home_improvement,0.1166,165.27,11.15051985,3.53,677,3120,669,15.6,0,0,0,0
925,1,credit_card,0.1197,135.29,11.39659388,14.59,677,5549.958333,5529,82.5,2,0,1,0
926,1,all_other,0.1703,249.68,11.48246626,16.53,662,5189.958333,1349,8.3,3,3,0,0
927,1,credit_card,0.1355,203.76,11.31447453,18.74,672,5820,16888,51.8,1,1,0,0
928,1,credit_card,0.1103,108.09,11.15625052,1.37,677,2339.958333,670,60.9,0,3,0,0
929,1,credit_card,0.1008,129.22,9.61580548,8.08,707,1290,3946,35.9,0,0,0,1
930,1,all_other,0.1071,163.01,10.81977828,9.58,702,5129.958333,854,71.2,1,0,0,1
931,1,debt_consolidation,0.0832,128.3,9.862665558,1.25,742,1981,296,2,0,0,0,0
932,1,debt_consolidation,0.1039,184.97,10.49127422,9.57,697,2430,6342,74.4,0,0,0,0
933,1,debt_consolidation,0.1008,323.05,10.48192509,21.57,747,4889.958333,16973,26.4,0,0,0,0
934,1,debt_consolidation,0.1261,134.03,10.33851146,22.83,677,2432,2876,61.2,2,0,1,0
935,1,all_other,0.1229,93.39,10.18490001,25.43,737,1380,1705,6.4,0,0,0,0
936,1,debt_consolidation,0.1008,161.53,10.20359214,12.71,732,3150,11837,20.6,0,0,0,0
937,1,debt_consolidation,0.0832,220.39,10.91501573,9.58,782,4439.958333,9304,24.7,1,0,0,0
938,1,all_other,0.1008,161.53,10.70324447,11.73,742,4499.958333,5171,44.2,1,0,0,0
939,1,all_other,0.1103,229.28,10.37349118,0.38,702,9929.958333,10,0.4,0,3,0,0
940,1,credit_card,0.0976,199.36,10.49127422,16.8,732,10199.95833,16101,75.6,0,0,0,0
941,1,debt_consolidation,0.1103,78.61,10.81977828,13.82,682,3990,5106,60.8,0,0,0,0
942,1,major_purchase,0.1134,220.43,10.23995979,23.14,752,2400,95,0.8,1,0,0,1
943,1,home_improvement,0.1576,350.39,10.66061161,13.56,662,3450,2076,23.1,2,0,0,0
944,1,credit_card,0.1103,147.39,10.52788737,24.97,757,6780,22403,32,0,0,0,0
945,1,debt_consolidation,0.1608,387.17,11.31447453,19.96,662,6599.958333,19608,31.1,1,0,0,1
946,1,debt_consolidation,0.1071,286.9,11.08980542,13.08,702,4379.958333,35098,51.5,2,0,0,0
947,1,credit_card,0.1039,243.38,11.41861479,10.64,707,3331,11336,31.9,2,1,0,0
948,1,debt_consolidation,0.08,219.36,10.46310334,15.81,797,4740,644,2.7,0,0,0,0
949,1,debt_consolidation,0.1039,259.61,10.95080655,14.42,732,2579.958333,15444,47.8,0,0,0,0
950,1,all_other,0.0863,506.05,10.40426284,1.16,812,7409.958333,2248,3.1,0,0,0,0
951,1,debt_consolidation,0.1071,97.81,10.65169094,16.83,687,2370,8911,53.4,2,1,0,0
952,1,debt_consolidation,0.1197,307.93,11.32659589,7.46,687,6900,17430,92.2,0,0,1,0
953,1,debt_consolidation,0.1387,170.58,10.70324447,29.15,752,4529.958333,5171,44.2,1,0,0,0
954,1,home_improvement,0.1039,178.48,10.4341158,18.46,717,5670,175,1,0,0,0,1
955,1,home_improvement,0.0945,272.09,10.81977828,3.12,762,2579.958333,1133,18,1,0,0,0
956,1,major_purchase,0.0768,99.81,11.0303147,12.29,762,10709.95833,7232,3.6,2,0,0,0
957,1,debt_consolidation,0.1292,252.42,10.98529272,18.81,672,3889,12195,58.9,3,0,1,1
958,1,debt_consolidation,0.1292,168.28,9.825093485,9.41,662,11039.95833,4652,89.5,1,1,0,0
959,1,credit_card,0.1134,296.1,11.7905572,5.44,682,4889.958333,25120,85.4,1,0,1,0
960,1,debt_consolidation,0.1008,206.76,11.03488966,8.11,712,5549.958333,5815,49.3,2,0,1,0
961,1,debt_consolidation,0.1008,310.13,11.00209984,19.72,732,5070,19500,30.9,0,0,0,0
962,1,debt_consolidation,0.1008,128.42,10.49664864,21.78,762,6719.958333,12879,19.5,1,0,0,0
963,1,credit_card,0.1103,147.39,11.28978191,11.03,697,10649.95833,43712,82.5,0,0,0,1
964,1,debt_consolidation,0.1387,327.5,11.60823564,18.62,662,6299.958333,68030,82.7,3,0,0,0
965,1,all_other,0.1134,131.6,11.56171563,11.04,677,1650,1527,50.9,2,0,1,0
966,1,debt_consolidation,0.145,289.14,10.81977828,20.59,662,1680,19056,69,0,0,0,0
967,1,debt_consolidation,0.1229,213.46,10.46310334,20.78,687,4620,9408,64,1,0,0,0
968,1,credit_card,0.1166,185.1,11.00209984,21.52,707,4529.958333,39010,34.2,1,0,0,0
969,1,debt_consolidation,0.1103,245.65,11.56171563,11.14,692,7054.958333,30449,61.3,2,0,0,0
970,1,all_other,0.0976,160.78,10.75790288,13.53,717,8429.958333,5000,23.1,1,0,0,0
971,1,all_other,0.08,188.02,10.20359214,5.38,752,4350,5959,70.9,0,0,0,0
972,1,all_other,0.1071,163.01,12.20607265,12.48,702,7319.958333,53087,69.9,1,0,0,1
973,1,credit_card,0.1134,118.44,10.46310334,14.47,687,2339.958333,7722,48.9,0,0,0,0
974,1,credit_card,0.1387,118.55,10.66881585,24.51,687,4109.958333,21043,81.6,3,0,0,1
975,1,all_other,0.1103,98.26,10.30895266,14.56,682,5189.958333,8572,84,1,0,1,0
976,1,debt_consolidation,0.1039,207.69,11.3736634,14.79,712,5430,21532,66.9,2,0,0,0
977,1,debt_consolidation,0.0945,128.04,10.27505111,17.63,722,4320,3717,15.1,0,0,1,0
978,1,all_other,0.0737,62.1,11.49272276,0,782,6450,5235,5.1,0,0,0,0
979,1,debt_consolidation,0.1292,154.82,10.4341158,20.33,672,1770,20853,43.4,2,0,0,0
980,1,credit_card,0.1166,122.3,11.0090258,19.58,697,5519.958333,15948,88.8,0,0,1,1
981,1,credit_card,0.1418,342.66,11.40756495,20.77,672,2626.958333,59106,62.3,0,0,0,0
982,1,debt_consolidation,0.1134,210.56,10.858999,16.98,692,1469.958333,2898,41.4,0,0,0,0
983,1,major_purchase,0.0863,237.21,11.28978191,14.6,762,3370.958333,1127,3.8,1,0,0,0
984,1,debt_consolidation,0.1197,136.95,11.15625052,6.6,677,2400,16952,40.4,2,0,0,1
985,1,all_other,0.1008,177.68,11.88448902,5.53,707,5611.958333,26681,41.4,2,0,0,0
986,1,credit_card,0.1166,101.64,11.51292546,20.53,702,7079.958333,91557,87.8,0,0,0,1
987,1,debt_consolidation,0.0863,189.77,11.51292546,4.55,727,6480,3828,12,0,1,0,0
988,1,debt_consolidation,0.08,219.36,10.69194491,16.04,777,3389.958333,752,1.9,1,0,0,0
989,1,home_improvement,0.08,156.69,10.59663473,5.7,762,9599.958333,7755,10.8,3,0,0,0
990,1,all_other,0.08,175.49,10.69194491,0.95,797,6636.958333,2051,0.7,5,0,0,0
991,1,all_other,0.1071,293.42,10.57131693,11.69,697,1680,8858,52.4,2,0,0,0
992,1,all_other,0.1008,138.92,10.858999,5.33,707,10739.95833,4972,61.4,0,0,0,0
993,1,debt_consolidation,0.1197,70.55,11.08214255,14.95,682,3120,45028,95.2,1,0,0,0
994,1,all_other,0.08,70.51,11.08214255,12.55,802,6299.958333,116416,1.4,0,0,0,1
995,1,debt_consolidation,0.1197,76.36,11.00209984,24.94,732,6359.958333,21765,49.4,0,0,0,0
996,1,all_other,0.0832,134.6,10.49127422,1.77,757,4019.958333,6837,17.5,3,0,0,0
997,1,credit_card,0.1071,163.01,10.30895266,20.28,717,3150,6024,45.3,0,0,0,0
998,1,all_other,0.0737,31.05,10.59663473,12.9,777,10259.95833,4055,46.6,0,0,0,0
999,1,debt_consolidation,0.1008,171.22,11.30220443,14.79,712,6900,66235,97.4,0,0,0,1
1000,1,credit_card,0.1134,180.95,11.48246626,17.15,687,5189.958333,29243,96.2,1,0,1,0
1001,1,all_other,0.1103,163.77,11.00209984,10.94,687,10050,20066,88.1,1,1,0,0
1002,1,credit_card,0.1229,166.77,10.47163824,14.96,677,4829.958333,18099,69.2,0,0,0,0
1003,1,all_other,0.08,112.82,11.73606902,5.46,797,9330,3638,20.3,2,0,0,0
1004,1,all_other,0.0863,163.68,11.35040654,18.52,747,6420,28180,27,0,0,0,0
1005,1,debt_consolidation,0.1008,193.83,10.77895629,9.3,707,6329.958333,4201,36.2,0,0,0,1
1006,1,all_other,0.1008,122.76,11.51292546,21.54,742,4350,29144,31.8,0,0,0,0
1007,1,home_improvement,0.1166,231.37,11.08214255,19.68,687,4499.958333,44548,39.6,0,0,0,0
1008,1,debt_consolidation,0.0945,160.05,10.59663473,15.06,727,5070,6301,30.7,0,1,0,0
1009,1,educational,0.1222,179.93,11.00209984,18.08,692,3190,26013,37,1,0,0,0
1010,1,all_other,0.0768,62.38,11.28983191,11.46,762,8819.958333,6222,18.7,0,0,0,0
1011,1,home_improvement,0.1071,116.56,10.75790288,13.3,702,6060,10083,53.9,1,0,1,1
1012,1,credit_card,0.1039,132.24,11.01862914,9.29,692,3090,14350,90.3,0,0,0,0
1013,1,credit_card,0.1292,164.08,11.31447453,9.06,662,6629.958333,20644,90.5,1,1,0,0
1014,1,all_other,0.1292,195.21,10.81977828,18.01,672,2249.958333,7423,53.4,0,0,0,1
1015,1,debt_consolidation,0.1292,153.98,9.871377499,15.06,667,7409.958333,8150,70.1,2,0,1,0
1016,1,all_other,0.08,235.03,10.71441777,7.17,797,6090,9409,11.1,1,0,0,0
1017,1,debt_consolidation,0.0832,188.91,10.59663473,2.82,742,2070,4712,25.3,0,0,0,0
1018,1,debt_consolidation,0.1197,153.55,10.59663473,23.85,732,2353.958333,12811,47.6,0,0,0,1
1019,1,debt_consolidation,0.1387,255.86,11.03488966,19.24,662,1601.958333,10748,90.3,0,0,0,0
1020,1,debt_consolidation,0.1355,254.7,10.6454249,16.46,662,4439.958333,13779,59.4,1,0,0,0
1021,1,home_improvement,0.0863,173.17,11.1124479,10.33,727,5189.958333,2410,4.4,1,1,0,0
1022,1,educational,0.1545,209.32,10.49127422,24.03,662,2339.958333,6668,40.9,1,0,0,0
1023,1,all_other,0.1324,253.58,11.66992921,5.78,662,10080,23611,32.7,0,2,0,0
1024,1,all_other,0.1008,188.99,11.28978191,17.61,722,3870,2930,10.7,2,0,1,1
1025,1,credit_card,0.1071,167.09,11.08214255,6.77,692,3389.958333,11817,94.5,2,0,0,0
1026,1,debt_consolidation,0.1103,212.9,10.91508846,11.76,692,2430,6565,26.6,1,1,0,0
1027,1,debt_consolidation,0.1134,164.5,10.9040459,15.09,682,2940,10944,37.6,3,0,0,0
1028,1,all_other,0.1039,118.45,11.09741002,1.56,697,2309.958333,15807,20,0,0,0,0
1029,1,debt_consolidation,0.0863,98.84,10.34817337,1.92,732,5549.958333,814,3.8,0,0,0,0
1030,1,credit_card,0.1103,183.42,10.59663473,16.98,697,3660,8366,62,2,0,0,0
1031,1,all_other,0.1166,57.85,10.40426284,4.51,672,2130,6487,53.6,3,0,0,0
1032,1,credit_card,0.06,231.03,11.1844214,14.07,672,2910,15885,46.9,1,1,0,0
1033,1,debt_consolidation,0.0945,128.04,10.12647109,11.38,722,1710,6291,24,0,0,0,0
1034,1,debt_consolidation,0.1008,242.29,11.08214255,16.26,717,2820,16471,37.9,1,0,0,0
1035,1,all_other,0.08,219.36,11.08214255,5.26,762,3870,0,0,1,0,0,0
1036,1,all_other,0.0832,110.2,10.63258761,9.86,752,7170,11077,56.2,0,0,0,0
1037,1,credit_card,0.1355,254.7,10.91508846,21.51,672,3870,17590,86.2,1,0,0,1
1038,1,credit_card,0.1039,162.26,10.91501573,12.18,692,1770,4520,47.1,1,0,0,0
1039,1,debt_consolidation,0.1134,246.75,9.975808214,13.67,687,1199.958333,8359,64.5,2,0,0,0
1040,1,debt_consolidation,0.1039,153.33,10.4723179,18.99,712,1859.958333,8775,34.1,1,0,0,0
1041,1,all_other,0.1166,231.37,10.69194491,20.54,702,2339.958333,8507,56.7,0,1,0,0
1042,1,educational,0.0768,109.17,9.741203889,2.26,752,1800,1223,10.7,0,0,0,0
1043,1,credit_card,0.0832,156.64,10.71441777,11.04,767,7439.958333,15862,53.8,0,0,0,0
1044,1,debt_consolidation,0.1103,166.23,11.40756495,17.71,692,3480,39307,86,0,0,0,0
1045,1,credit_card,0.1134,131.6,10.30895266,8.32,677,2219.958333,4255,30.8,3,0,0,0
1046,1,debt_consolidation,0.0737,36.48,10.46321762,7.1,782,4860.958333,3914,15.5,0,0,0,0
1047,1,home_improvement,0.0832,149.55,10.6454249,5.49,747,13259.95833,398,1.2,3,2,0,1
1048,1,credit_card,0.0976,162.39,10.54975275,15.63,722,7920,967,6.4,1,0,0,0
1049,1,debt_consolidation,0.1261,251.3,10.45679779,17.8,672,5612.958333,12893,76.7,0,1,0,0
1050,1,all_other,0.1039,134.67,11.2515607,5.91,697,6900,17243,43,1,0,0,1
1051,1,home_improvement,0.1229,163.43,13.12236338,2.19,672,2190,6459,23.8,1,0,0,0
